"","V1","V2"
"186","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_34_24HR_DHA_BRep2"
"187","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_42_24HR_UT_BRep1"
"188","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_27_6HR_UT_BRep2"
"189","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_49_24HR_DHA_BRep2"
"190","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_42_6HR_UT_BRep2"
"191","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_54_24HR_DHA_BRep2"
"192","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_45_24HR_UT_BRep2"
"193","2017-03-17_256178610117_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_41_24HR_DHA_BRep2"
"194","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_54_6HR_UT_BRep2"
"195","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_27_24HR_UT_BRep2"
"196","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_49_6HR_DHA_BRep2"
"197","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_42_6HR_DHA_BRep2"
"198","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_42_6HR_DHA_BRep1"
"199","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_41_6HR_DHA_BRep2"
"200","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_41_6HR_UT_BRep1"
"201","2017-03-17_256178610118_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_52_6HR_DHA_BRep2"
"202","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_42_24HR_DHA_BRep2"
"203","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_34_24HR_DHA_BRep1"
"204","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_52_6HR_UT_BRep2"
"205","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_52_24HR_UT_BRep2"
"206","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_54_6HR_DHA_BRep2"
"207","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_54_24HR_DHA_BRep1"
"208","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_34_24HR_UT_BRep2"
"209","2017-03-17_256178610119_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_52_6HR_UT_BRep1"
"210","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_54_24HR_UT_BRep2"
"211","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_55_24HR_DHA_BRep2"
"212","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_54_6HR_DHA_BRep1"
"213","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_41_6HR_UT_BRep2"
"214","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_6HR_DHA_BRep2"
"215","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_54_6HR_UT_BRep1"
"216","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_52_6HR_DHA_BRep1"
"217","2017-03-17_256178610120_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_45_24HR_DHA_BRep2"
"218","2017-04-05_256178610121_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_48_24HR_UT_BRep2"
"219","2017-04-05_256178610121_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_42_24HR_DHA_BRep1"
"220","2017-04-05_256178610121_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_49_6HR_DHA_BRep1"
"221","2017-04-05_256178610121_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_41_24HR_DHA_BRep1"
"222","2017-04-05_256178610121_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_48_6HR_DHA_BRep2"
"223","2017-04-05_256178610121_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_45_6HR_UT_BRep2"
"224","2017-04-05_256178610121_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_48_24HR_DHA_BRep2"
"225","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_34_6HR_DHA_BRep2"
"226","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_45_6HR_DHA_BRep2"
"227","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_42_6HR_UT_BRep1"
"228","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_52_24HR_DHA_BRep2"
"229","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_34_24HR_UT_BRep1"
"230","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_42_24HR_UT_BRep2"
"231","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_49_6HR_UT_BRep2"
"232","2017-04-05_256178610122_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_55_6HR_UT_BRep2"
"233","2017-04-05_256178610123_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_27_24HR_DHA_BRep1"
"234","2017-04-05_256178610123_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_41_24HR_UT_BRep2"
"235","2017-04-05_256178610123_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_49_24HR_UT_BRep2"
"236","2017-04-05_256178610123_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_45_6HR_DHA_BRep1"
"237","2017-04-05_256178610123_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_24HR_DHA_BRep2"
"238","2017-04-05_256178610123_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_55_24HR_UT_BRep2"
"239","2017-04-05_256178610123_532_635_EXP_Autogain2-1_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_48_6HR_UT_BRep2"
"240","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_31_6HR_UT_BRep2"
"241","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_39_24HR_UT_BRep1"
"242","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_36_6HR_UT_BRep2"
"243","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_51_24HR_UT_BRep2"
"244","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_36_6HR_UT_BRep1"
"245","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_47_24HR_UT_BRep2"
"246","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_44_6HR_UT_BRep2"
"247","256178610177_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_19_24HR_DHA_BRep1"
"248","256178610178_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_23_24HR_UT_BRep2"
"249","256178610178_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_27_6HR_DHA_BRep3"
"250","256178610178_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_39_24HR_UT_BRep2"
"251","256178610178_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_10_6HR_DHA_BRep1"
"252","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_09_24HR_DHA_BRep2"
"253","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_35_24HR_UT_BRep2"
"254","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_35_6HR_UT_BRep2"
"255","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_38_6HR_DHA_BRep2"
"256","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_31_24HR_UT_BRep1"
"257","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_37_24HR_UT_BRep2"
"258","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_31_24HR_DHA_BRep1"
"259","256178610179_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_53_24HR_DHA_BRep1"
"260","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_33_6HR_DHA_BRep1"
"261","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_47_24HR_DHA_BRep2"
"262","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_23_6HR_UT_BRep1"
"263","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_47_6HR_DHA_BRep2"
"264","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_50_6HR_DHA_BRep1"
"265","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_27_6HR_UT_BRep3"
"266","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_03_24HR_DHA_BRep1"
"267","256178610180_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_19_6HR_UT_BRep2"
"268","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_23_24HR_DHA_BRep2"
"269","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_37_6HR_UT_BRep2"
"270","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_02_6HR_DHA_BRep4"
"271","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_43_6HR_DHA_BRep1"
"272","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_6HR_DHA_BRep7"
"273","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_50_24HR_DHA_BRep1"
"274","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_40_6HR_DHA_BRep2"
"275","256178610181_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_38_6HR_UT_BRep2"
"276","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_27_6HR_UT_BRep4"
"277","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_02_24HR_DHA_BRep4"
"278","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_50_6HR_DHA_BRep2"
"279","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_03_6HR_UT_BRep2"
"280","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_51_24HR_DHA_BRep2"
"281","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_27_24HR_DHA_BRep5"
"282","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_37_24HR_DHA_BRep2"
"283","256178610183_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_27_24HR_UT_BRep6"
"284","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_47_24HR_UT_BRep1"
"285","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_35_24HR_DHA_BRep1"
"286","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_16_24HR_DHA_BRep2"
"287","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_02_6HR_UT_BRep4"
"288","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_02_24HR_UT_BRep3"
"289","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_51_24HR_DHA_BRep1"
"290","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_05_24HR_UT_BRep2"
"291","256178610184_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_24_24HR_DHA_BRep1"
"292","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_51_6HR_UT_BRep1"
"293","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_33_6HR_DHA_BRep2"
"294","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_27_24HR_DHA_BRep6"
"295","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_35_24HR_DHA_BRep2"
"296","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_24HR_DHA_BRep8"
"297","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_39_24HR_DHA_BRep2"
"298","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_33_24HR_UT_BRep1"
"299","256178610185_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_02_24HR_UT_BRep4"
"300","256178610186_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_50_24HR_UT_BRep1"
"301","256178610186_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_46_24HR_DHA_BRep1"
"302","256178610186_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_35_6HR_UT_BRep1"
"303","256178610186_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_19_6HR_DHA_BRep2"
"304","256178610186_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_51_24HR_UT_BRep1"
"305","256178610186_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_50_24HR_UT_BRep2"
"306","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_03_6HR_DHA_BRep2"
"307","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_03_24HR_UT_BRep2"
"308","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_16_24HR_DHA_BRep1"
"309","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_23_6HR_DHA_BRep1"
"310","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_27_24HR_DHA_BRep4"
"311","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_16_6HR_UT_BRep2"
"312","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_32_6HR_UT_BRep1"
"313","256178610187_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_37_6HR_DHA_BRep2"
"314","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_13_6HR_UT_BRep1"
"315","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_24_6HR_DHA_BRep2"
"316","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_40_24HR_DHA_BRep2"
"317","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_02_24HR_DHA_BRep3"
"318","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_02_6HR_UT_BRep3"
"319","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_27_6HR_UT_BRep7"
"320","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_24_6HR_UT_BRep1"
"321","256178610188_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_16_6HR_DHA_BRep1"
"322","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_13_24HR_DHA_BRep1"
"323","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_53_6HR_UT_BRep2"
"324","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_27_6HR_DHA_BRep8"
"325","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_46_24HR_UT_BRep2"
"326","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_03_6HR_DHA_BRep1"
"327","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_35_6HR_DHA_BRep1"
"328","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_46_24HR_UT_BRep1"
"329","256178610189_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_27_6HR_UT_BRep6"
"330","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_37_6HR_DHA_BRep1"
"331","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_16_6HR_DHA_BRep2"
"332","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_32_24HR_DHA_BRep1"
"333","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_05_24HR_DHA_BRep2"
"334","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_05_24HR_DHA_BRep1"
"335","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_40_6HR_UT_BRep1"
"336","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_27_24HR_UT_BRep8"
"337","256178610190_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_36_24HR_DHA_BRep2"
"338","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_09_24HR_UT_BRep2"
"339","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_38_24HR_UT_BRep2"
"340","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_33_6HR_UT_BRep1"
"341","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_23_24HR_UT_BRep1"
"342","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_43_24HR_DHA_BRep1"
"343","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_37_6HR_UT_BRep1"
"344","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_35_6HR_DHA_BRep2"
"345","256178610191_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_38_24HR_DHA_BRep2"
"346","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_40_24HR_UT_BRep1"
"347","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_10_24HR_DHA_BRep2"
"348","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_10_6HR_UT_BRep2"
"349","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_03_6HR_UT_BRep1"
"350","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_19_24HR_UT_BRep2"
"351","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_27_24HR_UT_BRep7"
"352","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_39_24HR_DHA_BRep1"
"353","256178610192_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_39_6HR_UT_BRep2"
"354","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_05_6HR_DHA_BRep1"
"355","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_02_6HR_DHA_BRep3"
"356","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_31_24HR_UT_BRep2"
"357","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_53_6HR_UT_BRep1"
"358","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_10_24HR_DHA_BRep1"
"359","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_13_6HR_UT_BRep2"
"360","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_38_6HR_DHA_BRep1"
"361","256178610193_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_40_6HR_DHA_BRep1"
"362","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_27_24HR_DHA_BRep7"
"363","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_43_24HR_DHA_BRep2"
"364","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_43_24HR_UT_BRep2"
"365","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_24_6HR_DHA_BRep1"
"366","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_24_24HR_UT_BRep2"
"367","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_46_6HR_DHA_BRep1"
"368","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_3.txt","isolate_47_6HR_UT_BRep2"
"369","256178610194_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_4.txt","isolate_16_24HR_UT_BRep2"
"370","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_1.txt","isolate_47_6HR_DHA_BRep1"
"371","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_2.txt","isolate_13_6HR_DHA_BRep2"
"372","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_3.txt","isolate_47_24HR_DHA_BRep1"
"373","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_1_4.txt","isolate_37_24HR_UT_BRep1"
"374","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_1.txt","isolate_32_6HR_DHA_BRep1"
"375","256178610195_Ferdig_Agilent_5.11.18_S01_GE1_Dec2014_MTF_EXP_2_2.txt","isolate_31_24HR_DHA_BRep2"
